emojiCode dim0 dim1 dim2 dim3 dim4 dim5 dim6 dim7 dim8 dim9 dim10 dim11 dim12 dim13 dim14 dim15 dim16 dim17 dim18 dim19 dim20 dim21 dim22 dim23 dim24 dim25 dim26 dim27 dim28 dim29 dim30 dim31 dim32 dim33 dim34 dim35 dim36 dim37 dim38 dim39 dim40 dim41 dim42 dim43 dim44 dim45 dim46 dim47 dim48 dim49 dim50 dim51 dim52 dim53 dim54 dim55 dim56 dim57 dim58 dim59 dim60 dim61 dim62 dim63 dim64 dim65 dim66 dim67 dim68 dim69 dim70 dim71 dim72 dim73 dim74 dim75 dim76 dim77 dim78 dim79 dim80 dim81 dim82 dim83 dim84 dim85 dim86 dim87 dim88 dim89 dim90 dim91 dim92 dim93 dim94 dim95 dim96 dim97 dim98 dim99 dim100 dim101 dim102 dim103 dim104 dim105 dim106 dim107 dim108 dim109 dim110 dim111 dim112 dim113 dim114 dim115 dim116 dim117 dim118 dim119 dim120 dim121 dim122 dim123 dim124 dim125 dim126 dim127 dim128 dim129 dim130 dim131 dim132 dim133 dim134 dim135 dim136 dim137 dim138 dim139 dim140 dim141 dim142 dim143 dim144 dim145 dim146 dim147 dim148 dim149 dim150 dim151 dim152 dim153 dim154 dim155 dim156 dim157 dim158 dim159 dim160 dim161 dim162 dim163 dim164 dim165 dim166 dim167 dim168 dim169 dim170 dim171 dim172 dim173 dim174 dim175 dim176 dim177 dim178 dim179 dim180 dim181 dim182 dim183 dim184 dim185 dim186 dim187 dim188 dim189 dim190 dim191 dim192 dim193 dim194 dim195 dim196 dim197 dim198 dim199 dim200 dim201 dim202 dim203 dim204 dim205 dim206 dim207 dim208 dim209 dim210 dim211 dim212 dim213 dim214 dim215 dim216 dim217 dim218 dim219 dim220 dim221 dim222 dim223 dim224 dim225 dim226 dim227 dim228 dim229 dim230 dim231 dim232 dim233 dim234 dim235 dim236 dim237 dim238 dim239 dim240 dim241 dim242 dim243 dim244 dim245 dim246 dim247 dim248 dim249 dim250 dim251 dim252 dim253 dim254 dim255 dim256 dim257 dim258 dim259 dim260 dim261 dim262 dim263 dim264 dim265 dim266 dim267 dim268 dim269 dim270 dim271 dim272 dim273 dim274 dim275 dim276 dim277 dim278 dim279 dim280 dim281 dim282 dim283 dim284 dim285 dim286 dim287 dim288 dim289 dim290 dim291 dim292 dim293 dim294 dim295 dim296 dim297 dim298 dim299
eoji1f602 0.042381 0.017463 -0.066020 -0.107721 -0.080831 0.020345 0.129206 0.063343 0.100231 -0.010390 0.072963 -0.012841 -0.391261 0.071910 0.147986 -0.083248 0.304941 0.096791 -0.010480 -0.078945 -0.178238 -0.156147 -0.169164 0.154086 0.085992 0.099605 0.079019 -0.118842 -0.125692 -0.031024 0.116803 0.088820 -0.494293 0.023597 -0.134107 -0.208046 0.095748 0.089841 -0.110784 -0.161961 -0.250681 0.265064 -0.072696 -0.009320 0.124267 0.221003 -0.021260 0.021163 0.376933 -0.215632 -0.058154 -0.282114 0.071477 0.127733 0.049963 0.071848 -0.195381 -0.232986 0.074235 -0.330633 0.250135 0.163988 -0.034217 0.083353 -0.138158 0.018760 -0.247746 -0.032300 0.003222 -0.326066 -0.089368 -0.118112 -0.063145 0.146315 0.183749 -0.005017 -0.026257 0.137032 0.080918 0.122032 0.098478 0.253338 0.015223 0.005753 0.028033 0.091854 -0.256784 0.183951 0.147436 0.101372 -0.154056 -0.317777 0.097452 -0.087774 0.032642 0.272481 -0.045695 -0.025212 0.146088 0.007690 0.193395 -0.256081 0.070207 0.027437 0.062591 0.037771 -0.240587 -0.067175 0.124518 -0.065128 -0.075321 0.163338 0.129633 0.070488 0.163213 0.135722 -0.010243 0.031070 -0.064939 -0.196447 0.314433 -0.028443 0.108014 -0.346693 -0.025421 0.122091 0.014360 -0.110677 -0.190855 0.336845 -0.041165 0.229694 -0.041966 0.213431 -0.101882 0.123037 0.179263 0.057543 0.153646 -0.117565 -0.243384 0.050235 -0.357572 -0.111199 0.091284 -0.305300 -0.128417 0.280699 -0.066512 -0.119645 -0.042940 0.109030 -0.150511 0.056657 -0.189567 0.343265 -0.090505 -0.032908 -0.000722 -0.362450 -0.052391 0.018161 0.092034 0.199359 0.145268 -0.143210 -0.139040 0.052283 -0.069907 -0.183271 -0.319751 -0.079764 0.000937 -0.214402 -0.189634 0.103452 0.078286 0.074488 0.270614 -0.020895 -0.033197 0.203745 -0.087199 -0.212121 -0.060914 -0.093386 0.043044 0.028332 -0.021477 0.096871 0.212765 0.205855 -0.076326 -0.143679 0.308334 -0.042546 -0.176399 -0.135835 -0.056254 0.013948 -0.192843 -0.012913 -0.074108 0.096775 -0.205707 0.091009 0.174536 -0.018626 0.093297 -0.041628 -0.053762 -0.078810 -0.115192 -0.089654 -0.237844 0.189388 0.147317 -0.001245 0.054988 -0.211219 0.180357 -0.125894 0.020280 -0.344489 0.022258 0.254173 -0.095901 -0.046996 -0.071951 0.149693 0.058265 -0.049810 0.249521 -0.216657 -0.082582 0.027859 0.015239 -0.190724 0.082061 -0.051115 -0.043661 0.352822 0.040115 0.116095 -0.004245 -0.251672 -0.199567 -0.162101 -0.058875 0.214365 0.340635 0.091679 -0.242268 -0.105928 -0.000019 -0.001920 0.091740 -0.051418 -0.118206 -0.037501 0.028708 -0.107690 0.291052 -0.068584 0.106981 0.077629 0.116682 -0.217368 0.013641 -0.072623 -0.246565 0.260470 0.086260 -0.112398 0.294494 0.119947 0.029396 0.090442 -0.092000 -0.154253 0.120040 -0.065206 0.133100 -0.109253 -0.123700 0.180472 -0.148237 0.080239 -0.090203 0.046415 0.020862 0.000840 0.218727 0.125891 -0.155318 0.108456 0.199544 0.056182 -0.027332 0.083955
eoji2764 -0.154253 -0.121681 -0.122397 0.012764 -0.059581 -0.135811 -0.197053 0.041613 0.052124 0.065082 0.257963 0.021067 -0.128685 0.008111 0.133212 -0.006906 -0.119371 0.148022 -0.009652 -0.058693 -0.047972 0.093129 -0.025667 0.009394 0.165902 -0.152170 -0.016691 0.168514 0.184606 -0.012041 0.176192 -0.081421 0.076645 0.099475 0.060201 -0.140612 -0.155012 -0.066870 -0.024618 0.030196 0.146559 -0.153953 0.029788 -0.117401 -0.011878 0.081173 -0.161158 0.140867 0.049320 0.064342 0.122812 0.090955 0.052946 0.144072 0.000744 -0.032522 -0.009569 0.088429 -0.110062 0.260090 -0.069397 -0.213972 0.076377 -0.054070 0.135658 -0.007403 0.042789 0.117263 -0.014024 0.045888 -0.068789 0.042810 -0.007018 0.074226 0.078113 -0.083834 0.111044 0.094319 0.016759 0.009210 0.071466 -0.005789 -0.133557 -0.078485 0.075883 -0.053697 0.162684 0.165184 0.050788 -0.065673 0.145351 0.038799 -0.008401 0.123891 -0.156732 -0.073969 0.070990 0.014591 0.179861 -0.088740 -0.082610 0.003514 0.095532 0.023330 0.105256 -0.265465 0.163359 0.157526 0.058753 0.071498 0.068452 0.122320 0.058739 0.041750 -0.158249 0.093496 0.010953 0.001927 -0.140701 -0.014813 -0.194381 0.173902 -0.086776 0.071700 -0.077944 -0.020365 0.014504 0.131214 0.092445 0.032032 -0.132366 0.096549 0.099287 -0.080544 -0.123737 -0.014397 0.063130 0.048313 0.089570 0.182408 0.003166 0.022259 0.037195 0.060886 0.078379 -0.026939 -0.115917 -0.066648 0.114475 0.035251 -0.106156 -0.068335 -0.194996 -0.105541 -0.219187 0.066148 0.067551 -0.087675 -0.052716 0.125855 -0.219371 0.094416 -0.114205 0.088385 0.034765 0.037028 -0.069082 0.006500 0.193410 -0.207754 -0.086314 -0.013219 -0.105991 0.108242 0.042941 0.001414 0.127662 -0.040378 -0.104143 0.028749 0.136213 -0.031790 -0.002295 0.120845 -0.097506 -0.078168 0.078466 -0.146234 0.138607 -0.048383 -0.200625 -0.141694 -0.059497 -0.008384 -0.224978 0.047958 -0.166899 0.158866 0.106871 0.081397 -0.229294 -0.049752 -0.003357 -0.215349 -0.106985 -0.139893 -0.058348 0.006444 -0.160723 0.037512 -0.122922 -0.132941 -0.140941 0.128832 -0.092433 0.162918 -0.069518 -0.066048 -0.066271 -0.196025 -0.199494 -0.223989 0.108199 -0.038507 0.147678 0.028528 -0.093069 0.003539 -0.128856 -0.176310 0.161206 -0.002084 0.043653 0.253162 -0.001357 0.251183 0.154162 0.036572 -0.349580 -0.100125 -0.137714 -0.029281 0.040270 -0.179974 0.100413 0.205847 0.092236 0.050478 -0.109381 -0.268870 -0.108502 -0.108123 0.062631 -0.042033 0.077976 0.130896 -0.168660 -0.167092 0.118988 0.152712 0.032882 -0.229337 0.011203 -0.008854 -0.205244 0.115700 0.066678 -0.090493 -0.112839 -0.141070 -0.145898 0.016545 0.127282 0.072938 0.033265 0.121194 0.007096 0.011744 0.129531 -0.107785 0.093411 0.025081 -0.106796 0.162873 0.206392 0.076043 -0.013970 0.181358 -0.036797 -0.045144 -0.167868 0.063165 0.040557 -0.103708 -0.244159 -0.115248 -0.267900 -0.160306 0.088909 0.066526
eoji1f60d -0.234962 -0.056071 0.191836 -0.011710 0.064934 0.023264 -0.135528 -0.277970 0.118037 0.072866 -0.218350 -0.297258 0.045561 0.218793 -0.076746 -0.063007 -0.192040 -0.032920 0.012200 0.173340 -0.138173 -0.196411 -0.036555 0.093747 -0.013508 0.137074 -0.095277 -0.247156 -0.121860 0.051860 0.037642 -0.009249 0.000312 0.060603 -0.101593 -0.115512 -0.069089 0.122637 0.144428 -0.011810 0.077888 0.086161 -0.036949 -0.196443 -0.130720 -0.035687 0.109538 0.134683 -0.160191 0.024869 0.003540 0.085223 -0.163282 -0.291936 -0.244398 0.105340 0.077119 0.324694 -0.170208 0.082311 -0.170342 0.157991 0.081303 -0.239749 0.136133 0.089446 -0.177585 0.251867 0.168764 -0.015975 0.061152 0.099698 -0.001332 0.080259 0.011602 0.075582 0.096320 0.114688 -0.050425 -0.089956 -0.023537 0.309411 -0.076627 0.005779 0.006408 -0.046124 -0.048251 0.085778 0.052781 0.029045 0.105758 -0.088471 0.012042 -0.048121 -0.062342 -0.211146 -0.007866 -0.107726 0.343660 0.167859 0.043656 -0.114219 -0.092107 -0.044398 0.042594 -0.197308 -0.005606 0.221174 -0.073371 0.015532 -0.319900 0.129336 -0.139341 -0.174085 0.228641 0.047637 0.000564 -0.072174 -0.327377 -0.341278 0.097703 0.100470 0.198300 -0.225419 0.089334 -0.062796 -0.115758 -0.030031 0.170285 0.220496 0.104946 0.186652 0.123343 -0.019429 -0.006907 0.169090 0.179444 0.076046 0.061042 0.002977 -0.178837 -0.191690 0.080349 0.080153 0.082696 0.050669 -0.249065 -0.218900 0.042775 0.046774 0.138481 0.087563 0.049126 -0.094375 0.039413 0.117155 -0.132687 -0.097855 -0.013715 0.024830 0.124694 -0.213752 0.000400 0.046307 -0.005927 -0.031600 -0.228726 0.105846 0.070839 0.116366 0.193883 0.027636 -0.034886 -0.027402 -0.005878 -0.046356 0.082406 0.060959 -0.217592 -0.048664 -0.048295 0.070426 0.158455 -0.182967 -0.070519 -0.204745 0.101964 0.031053 -0.141369 0.156815 -0.042229 -0.091696 0.060801 0.011287 0.064917 -0.029718 -0.069409 0.176613 -0.084172 0.043747 -0.243747 0.203696 0.002632 -0.212433 -0.126361 0.132163 -0.105732 0.022100 -0.115029 -0.151896 -0.172792 -0.076426 -0.011025 0.024959 -0.071927 0.160457 -0.032928 -0.097180 -0.272031 -0.047227 0.059139 0.034760 0.119641 -0.147524 0.110809 0.110622 0.002973 -0.138128 -0.233269 -0.188732 0.111910 -0.258239 0.042749 0.048672 -0.098294 0.183104 -0.033432 0.176571 -0.127018 0.077543 -0.137229 0.259446 -0.088491 -0.225560 0.137723 0.124520 -0.055817 -0.109162 -0.080012 0.018926 -0.136758 -0.266458 0.082163 0.009707 0.092042 0.010525 0.015488 -0.048015 -0.017923 -0.053083 0.016165 -0.194756 0.294331 -0.067503 -0.008854 -0.112607 -0.220765 -0.197265 -0.158256 -0.109080 -0.073191 0.117485 0.087219 0.027725 0.058731 0.218382 -0.114489 0.154268 -0.127940 -0.372453 -0.090507 -0.047620 -0.162422 -0.077195 0.112985 0.091298 0.014798 0.043392 -0.121595 0.098277 -0.070373 0.248019 0.139351 0.032304 -0.246789 -0.086244 0.019513 -0.216814 -0.027167 0.100462
eoji1f525 0.140315 -0.146592 0.246586 0.066991 -0.152656 0.003897 0.485746 -0.083043 0.053798 -0.042417 -0.349189 0.262566 0.200858 0.210852 0.063774 0.137025 -0.094700 -0.067076 0.184955 0.041493 0.004253 0.159464 0.173392 -0.316206 -0.060198 -0.191643 -0.083073 0.114052 0.111251 -0.258619 0.000190 -0.101835 0.002800 -0.047438 0.192873 -0.036773 -0.241074 0.255226 0.088747 -0.046493 0.159885 0.033617 -0.067064 0.092555 0.165762 -0.067483 0.221735 0.084976 -0.164155 0.210816 0.067194 0.094788 -0.047990 0.021219 0.189770 -0.084076 0.192372 -0.003462 -0.254224 0.057058 0.042216 -0.016791 -0.148806 0.028894 0.053935 0.001827 0.176172 -0.202424 -0.083353 0.022503 0.232117 0.019753 0.031961 -0.232267 -0.072082 0.020234 0.288503 -0.274019 -0.099441 -0.323993 -0.007708 -0.048654 0.440965 -0.127505 -0.136487 0.213073 0.054524 -0.114466 -0.012131 -0.035497 -0.009685 0.442899 -0.046510 0.172235 0.154947 0.044294 -0.232775 0.240369 -0.064075 0.070440 0.178707 0.102152 -0.063618 -0.140217 0.067842 -0.186019 0.330542 0.024326 -0.163859 0.225571 0.008352 0.091328 0.072887 -0.219037 -0.025641 -0.120217 0.002493 0.011076 0.136730 0.072747 -0.103581 0.015998 -0.215183 -0.022815 0.082313 0.025081 0.117981 0.134922 -0.036030 0.074696 -0.277503 -0.104773 0.300930 0.179484 0.238481 0.046131 -0.202547 -0.189845 -0.055342 0.040122 0.005314 -0.257899 0.190623 -0.016442 0.113539 0.086554 0.074912 -0.293289 0.019200 0.115368 0.159576 -0.154088 0.434764 0.137255 0.043696 0.175679 0.125067 -0.102054 -0.001823 0.212281 -0.137694 -0.047030 -0.273996 0.307624 0.325933 0.010977 0.246422 0.012488 -0.120963 0.083014 0.191604 0.066819 0.149454 -0.058799 0.365492 0.052444 -0.256569 -0.277317 -0.309371 0.118755 -0.026850 -0.310000 -0.317411 -0.005859 0.199794 0.077848 0.060654 0.121356 -0.021464 -0.055276 -0.036214 0.195305 0.023859 0.160486 0.044065 0.017816 -0.041712 -0.007783 -0.025571 -0.091493 0.210628 -0.080970 -0.402659 -0.076952 0.367707 -0.170706 0.129278 0.141285 0.040099 0.026267 -0.017559 -0.216736 -0.228583 0.171768 0.154679 -0.054860 -0.170229 0.234148 -0.090004 0.037937 -0.087124 0.148827 0.068894 0.086996 0.106746 0.217423 0.126615 0.147200 -0.029532 0.124953 0.025102 -0.106788 -0.341843 -0.066267 -0.097831 -0.095273 -0.054546 -0.082516 0.442770 0.139466 0.276611 0.128207 0.014040 -0.104860 -0.241478 -0.070688 0.126383 0.059085 -0.126629 -0.314676 0.015809 -0.077219 0.264980 -0.082849 -0.120107 0.298098 0.200036 0.169473 0.099043 -0.095480 0.120898 0.074963 -0.279848 0.159642 -0.050921 -0.336086 0.223232 -0.025442 -0.019262 0.095623 0.106467 -0.051839 0.014520 0.164723 0.164408 -0.337082 -0.155119 0.082967 -0.078887 0.334591 -0.086768 0.273893 0.161955 0.027397 0.147881 0.134331 0.028883 -0.076973 0.099494 -0.067055 0.099976 -0.113843 -0.169974 -0.182106 0.159408 0.028170 -0.249262 0.121017 0.132521 0.258509
eoji1f383 -0.225218 0.214113 0.114289 -0.055098 0.075415 -0.124809 -0.027961 -0.146701 0.082984 -0.149616 -0.151083 -0.116843 -0.204141 0.029804 -0.050984 -0.076917 -0.106235 0.217688 -0.028008 -0.065772 -0.075776 -0.077635 -0.184451 0.048782 0.166127 -0.104797 0.360061 -0.038441 -0.116979 0.038736 -0.065266 0.016107 0.081046 -0.012045 -0.089651 0.007916 -0.087806 0.212181 -0.242104 0.231029 0.178374 0.064166 0.033194 -0.096526 0.123611 0.221704 -0.103982 -0.039452 0.256813 0.213413 0.270335 -0.241326 0.007832 -0.156161 0.089105 0.076642 -0.078013 0.115172 -0.020661 0.007212 0.150878 0.006863 0.123262 0.134564 0.127562 0.128351 0.006477 -0.034907 0.046510 0.024876 -0.009830 0.152460 0.045146 0.096599 0.101804 -0.011936 0.096691 0.335181 -0.118101 0.001799 0.064031 -0.064211 -0.038417 0.076985 0.179668 -0.144311 0.037702 0.029896 -0.028631 0.078038 -0.161134 -0.167904 0.202597 -0.279971 -0.002874 0.039157 -0.018318 0.100487 -0.075874 -0.041129 0.027537 0.032467 0.062060 -0.069192 0.014587 -0.128723 -0.169730 -0.022724 0.043771 -0.099872 0.056330 -0.090299 -0.111841 0.120095 -0.138988 -0.209165 0.048479 -0.008265 0.091378 -0.023607 0.140494 -0.231000 -0.076127 0.075754 -0.308084 0.142513 -0.194023 -0.017091 0.037723 -0.261979 -0.215322 0.033592 -0.046788 -0.274205 -0.209830 -0.065851 -0.048967 0.151993 -0.000472 -0.119686 0.029874 -0.034647 0.097794 -0.068686 -0.023860 -0.020920 0.168577 0.208667 0.031305 0.099828 -0.055997 0.263617 0.103597 0.142080 0.009122 0.013951 -0.141627 -0.111152 -0.197888 -0.157523 0.157243 0.008055 -0.015866 -0.108759 -0.062379 -0.072328 -0.003533 -0.112113 -0.017523 -0.149650 0.017171 -0.029841 0.024843 0.070576 -0.069963 0.006400 -0.064881 0.001331 -0.021102 0.087206 0.113522 -0.278653 0.105701 0.151770 0.058989 0.111671 -0.176384 0.026227 -0.096384 -0.049898 -0.071756 -0.139951 -0.044287 -0.006445 -0.040646 -0.047395 -0.073039 -0.001981 -0.009558 0.068758 -0.009109 -0.004875 -0.066036 -0.240620 -0.060111 0.171704 0.172136 -0.010858 -0.160779 0.078040 0.326721 0.055190 0.095580 -0.104668 0.082204 -0.194233 -0.006886 0.052091 0.044082 -0.036227 -0.068395 -0.070925 -0.113567 -0.024992 -0.002420 0.039055 -0.240975 -0.129508 -0.001412 0.068528 -0.110884 -0.009130 -0.020561 0.205721 0.061779 0.012855 0.002693 0.205400 -0.108778 -0.002272 -0.076190 -0.293389 0.035129 0.003318 -0.021391 0.183896 0.194454 -0.092569 -0.078894 -0.025336 -0.299996 0.076221 -0.143346 -0.232977 0.014462 -0.247703 -0.114657 -0.066814 0.161575 0.174700 -0.065013 0.102356 -0.118972 0.256145 -0.088615 0.064082 0.026404 -0.012183 0.027204 0.104714 -0.014655 0.070513 -0.024658 0.063321 -0.157595 0.022743 -0.218753 -0.074989 -0.078243 0.024008 -0.121034 0.062708 -0.069457 -0.044287 -0.026223 -0.106570 0.067071 0.035334 0.048711 0.083962 0.024947 0.113058 -0.230239 -0.127380 -0.260713 -0.087046 0.034100 0.125454 -0.051695 -0.066756
eoji1f62d -0.061529 -0.101921 0.123949 0.146942 -0.076760 -0.271843 -0.016022 -0.283758 0.486801 -0.053238 0.280993 0.047436 -0.287983 -0.041766 0.050654 -0.191466 0.162668 0.141178 -0.078495 0.113289 -0.429855 -0.502471 -0.131221 0.275602 0.176454 0.139500 -0.000867 -0.072045 0.102680 -0.156041 -0.031906 0.096535 -0.109690 -0.087297 -0.116720 -0.399644 0.195193 -0.019358 -0.023941 -0.056568 -0.403368 0.080191 -0.338412 0.061628 -0.041053 0.329943 -0.050472 -0.068120 0.156959 -0.372569 0.047997 0.003491 -0.173311 -0.141169 -0.050189 -0.014916 -0.436728 -0.115305 0.001519 -0.223700 0.209560 -0.207851 -0.003646 0.269110 -0.082559 0.014983 -0.245877 0.229561 0.036915 0.244666 -0.096312 0.059940 0.012973 0.407415 0.123701 0.051967 0.035824 0.035481 0.062528 0.304544 0.102386 0.282969 -0.433530 -0.021814 0.130677 0.088983 0.023299 0.252355 0.270973 -0.089664 -0.351855 -0.093163 0.065190 -0.045893 -0.076646 -0.022189 0.044638 -0.117195 0.247766 0.149144 0.155693 -0.187268 0.155771 0.081871 0.311352 -0.057879 0.091720 0.003748 0.479558 -0.108905 -0.114249 0.244556 -0.040543 -0.203139 0.202735 0.116002 -0.118292 0.020962 0.193069 -0.366971 0.424018 0.273492 0.044888 -0.357533 -0.082540 -0.006387 -0.077315 0.194158 -0.018864 0.340549 0.056115 0.137084 -0.100861 0.004904 -0.124974 0.111209 0.092431 0.201204 0.144327 0.077890 -0.275971 -0.009351 -0.469955 -0.035537 0.479927 -0.222549 -0.228895 0.450206 0.097709 -0.217775 -0.114933 -0.370097 -0.214040 0.210481 0.004953 0.404980 -0.078984 -0.131503 0.265838 -0.332231 -0.129474 0.201206 0.221519 0.101578 0.257125 -0.152360 -0.270084 0.034300 -0.189293 -0.356081 -0.007112 0.043137 -0.231549 -0.124893 -0.299304 0.079366 0.046799 -0.017193 0.104608 -0.026370 -0.167329 0.254022 -0.181453 -0.142678 -0.028158 -0.247727 0.331194 -0.067982 -0.065366 0.147017 0.196210 -0.095976 0.220009 -0.226589 0.255598 0.251212 0.382535 -0.103085 -0.320878 -0.127369 -0.081064 -0.014512 -0.140375 -0.008538 -0.220305 -0.008683 -0.020995 -0.161993 0.034662 -0.283920 -0.055905 -0.211062 -0.202276 0.064662 -0.094478 0.321678 -0.079736 -0.154254 -0.198129 -0.268797 -0.003749 -0.228217 0.145240 -0.201036 0.086489 0.314915 0.339533 -0.070399 0.015558 0.006380 0.028869 -0.080079 0.187914 -0.159823 -0.104353 0.015228 0.090323 -0.150786 0.047424 0.046421 -0.081011 0.096087 -0.194436 0.191411 0.035626 -0.172104 -0.258732 -0.115820 -0.496114 0.203629 0.285572 0.138206 -0.198825 -0.320225 0.164979 -0.062376 0.203746 -0.280372 -0.159369 -0.301997 -0.260736 -0.471282 0.566962 0.211160 -0.110740 -0.141208 0.073373 -0.205296 0.078547 0.046926 -0.033185 0.231400 0.185667 0.187185 -0.217150 0.297731 -0.081189 0.045844 -0.163582 -0.310224 0.054209 0.141337 -0.000519 -0.082849 0.078896 0.176900 0.112215 -0.110732 -0.022322 0.107559 0.058399 -0.012211 -0.021207 0.236098 0.081138 -0.088695 0.093481 -0.042891 0.115710 0.157926
eoji1f60a 0.091182 -0.006128 -0.353567 -0.016980 -0.119498 0.179977 0.049523 -0.006351 -0.150198 0.451283 -0.047112 0.058436 0.118354 0.055667 -0.031540 -0.100899 -0.111027 0.103377 0.173662 -0.155410 -0.107631 0.011604 -0.218787 0.292672 0.213195 0.036936 0.002792 0.079406 -0.129779 0.018277 0.029384 0.040929 -0.028918 0.311812 -0.008671 0.532563 0.049105 -0.146498 0.025556 0.053452 -0.005060 -0.149422 -0.013351 0.134594 0.132829 0.090325 -0.040546 0.207646 -0.081005 -0.049170 -0.220709 0.141489 -0.317373 -0.045139 0.007541 0.242516 -0.059881 0.108664 0.214751 0.164843 -0.088114 -0.190032 -0.077356 0.192683 -0.279394 -0.163318 0.028948 -0.115616 -0.208914 0.160323 -0.214282 0.134942 -0.251877 0.098444 0.034987 -0.252622 -0.048901 0.008067 -0.266887 0.037837 0.091099 -0.092388 -0.025465 0.001415 0.203219 -0.112809 -0.137740 0.077717 0.003497 -0.109266 0.316781 0.128567 0.120226 -0.029154 -0.337490 -0.386379 0.068321 -0.207220 0.010784 -0.047389 -0.228742 -0.202360 -0.240824 -0.033948 -0.066781 -0.023828 -0.137904 0.338391 0.131239 0.234813 -0.000351 -0.062372 -0.228815 -0.119980 0.089901 0.223271 0.008166 0.198226 0.084148 -0.057127 -0.143625 0.274701 -0.155324 -0.305978 0.096724 0.149110 0.038448 -0.095221 0.129599 0.173875 0.191252 -0.390007 -0.044660 -0.053731 0.015377 0.190506 -0.128361 0.000252 -0.227866 -0.125155 -0.046300 0.396020 -0.058273 0.172377 -0.252685 -0.036791 0.175644 0.368140 0.147616 -0.340610 -0.084651 -0.054024 -0.240335 -0.172091 -0.061598 -0.092324 -0.220313 -0.013255 0.093933 0.108830 0.148250 -0.078897 -0.186757 -0.194266 -0.136422 0.105359 0.004649 -0.065863 0.036859 0.151646 -0.130335 -0.126455 0.163255 0.145553 0.179812 -0.235890 -0.098552 0.417354 -0.207443 -0.117856 -0.321262 -0.068450 0.340749 -0.117351 -0.237199 0.000920 -0.145738 0.039194 -0.119176 0.033556 0.078160 -0.241911 0.111666 0.042615 -0.147926 -0.020277 -0.119642 0.015707 -0.110645 0.205147 0.033374 -0.099814 0.175535 0.151137 0.092276 -0.123989 0.231185 0.196939 -0.277720 -0.429571 -0.196321 -0.021755 0.170637 -0.152901 -0.103750 0.126994 -0.332614 0.087993 -0.306016 -0.038126 -0.158873 0.184803 0.021883 0.061005 0.100782 -0.086391 -0.046246 0.110878 0.022124 -0.238425 -0.096949 0.037920 -0.122139 -0.039853 0.032368 0.160358 0.034204 -0.093058 0.019776 -0.245226 -0.252136 0.113461 -0.180763 0.052600 0.042175 -0.039725 0.028718 0.100658 0.197862 0.066591 -0.150578 -0.047172 -0.013907 0.148920 0.280296 -0.313222 -0.333219 0.241364 0.232038 0.023408 0.178079 0.089053 -0.052615 -0.034176 -0.166440 -0.200963 -0.155986 -0.088062 -0.125527 0.244643 0.061914 0.176689 -0.105987 0.232384 0.006141 -0.079454 -0.151467 0.188685 -0.020859 -0.193856 -0.209719 -0.353143 -0.373832 0.361734 -0.046034 -0.042890 0.177805 -0.123246 -0.054132 0.219531 -0.018965 -0.111972 -0.074969 0.087016 -0.017460 0.024803 -0.035196 -0.257618 0.087761 -0.229399
